Song_Name,Matched_Name,Artist,Ratio_Value,Song_List_Index,index,song_name,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence,Matched_Artist
jean,mean,oliver,75,8151,8151,Mean,0.452,0.568,0.7609999999999999,0.0,4,0.217,-3.987,1,0.0459,163.97400000000005,4,0.789,taylor swift
bad moon rising,bad moon rising,creedence clearwater revival,100,307,307,Bad Moon Rising,0.0543,0.6409999999999999,0.774,1.05e-05,2,0.0473,-5.916,1,0.0278,89.787,4,0.942,creedence clearwater revival
get back,jet black,the beatles with billy preston,82,13456,13456,Jet Black,0.00251,0.879,0.58,0.00487,1,0.0996,-8.025,1,0.0684,104.981,3,0.348,channel tres
in the year 2525,in the dark,zager  evans,67,7009,7009,In The Dark,0.00358,0.736,0.823,0.000914,8,0.33,-4.231,1,0.0675,124.954,4,0.442,dev
spinning wheel,singing the blues,blood sweat  tears,65,5067,5067,Singing the Blues,0.391,0.546,0.469,0.0,5,0.091,-8.967,1,0.0289,142.71200000000005,4,0.779,marty robbins
baby i love you,baby i love your way,andy kim,86,404,404,"Baby, I Love Your Way",0.614,0.7490000000000001,0.246,0.000138,0,0.0967,-12.847,1,0.0383,132.153,4,0.308,peter frampton
going in circles,dancin in circles,the friends of distinction,79,10124,10124,Dancin' In Circles,0.028,0.636,0.726,0.000293,0,0.198,-7.791,0,0.162,171.94,4,0.7909999999999999,lady gaga
hurt so bad,hurt somebody,the lettermen,75,18270,18270,Hurt Somebody,0.343,0.6940000000000001,0.476,0.0,1,0.119,-6.98,1,0.297,114.939,4,0.5489999999999999,noah kahan
green river,green river,creedence clearwater revival,100,322,322,Green River,0.0356,0.7040000000000001,0.773,0.00498,9,0.08199999999999999,-9.621,1,0.0279,141.655,4,0.972,creedence clearwater revival
my cherie amour,herida de amor,stevie wonder,69,12127,12127,Herida de Amor,0.479,0.425,0.5720000000000001,1.19e-05,9,0.235,-5.088,1,0.0294,175.73,4,0.721,red wine band
easy to be hard,easy lover,three dog night,64,2270,2270,Easy Lover,0.0674,0.7490000000000001,0.6990000000000001,0.00192,1,0.0763,-13.108,1,0.0371,128.904,4,0.935,philip bailey
baby its you,baby its you,smith,100,5861,5861,Baby It's You,0.696,0.474,0.42,0.0922,0,0.249,-9.147,0,0.0286,80.486,4,0.476,the spaniels
in the ghetto,in the end,elvis presley,70,1,1,In The End,0.0103,0.542,0.853,0.0,3,0.108,-6.407,0,0.0498,105.256,4,0.37,linkin park
a boy named sue,a boy named sue  live version,johnny cash,68,5133,5133,A Boy Named Sue - Live Version,0.758,0.688,0.445,0.0,10,0.71,-11.974,1,0.198,101.636,4,0.92,johnny cash
baby baby dont cry,boys dont cry,the miracles,71,747,747,Boys Don't Cry,0.00517,0.462,0.836,0.0,11,0.18,-5.766,0,0.0621,168.766,4,0.6709999999999999,the cure
only the strong survive,down by the river,jerry butler,60,15068,15068,Down by the River,0.0115,0.293,0.454,0.517,6,0.0899,-8.413,1,0.0306,103.054,3,0.103,wyo
time of the season,bottom of the sea,the zombies,74,10811,10811,Bottom Of The Sea,0.006809999999999999,0.775,0.66,0.171,0,0.22,-7.9289999999999985,0,0.0444,126.022,4,0.425,isaac elton
wedding bell blues,whispering bells,the 5th dimension,65,5866,5866,Whispering Bells,0.74,0.532,0.648,0.000454,10,0.487,-13.734000000000002,1,0.076,127.193,4,0.644,the delvikings
little woman,little lion man,bobby sherman,81,16256,16256,Little Lion Man,0.0276,0.519,0.512,8.78e-05,5,0.0976,-7.9860000000000015,1,0.0282,138.596,4,0.441,mumford  sons
love can make you happy,if it makes you happy,mercy,73,2369,2369,If It Makes You Happy,0.0409,0.541,0.6920000000000001,0.000178,7,0.108,-7.056,1,0.0278,95.446,4,0.303,sheryl crow
good morning starshine,good morning sunshine,oliver,88,4504,4504,Good Morning Sunshine,0.7559999999999999,0.602,0.273,0.851,2,0.108,-10.908,1,0.032,87.178,4,0.0662,jsan
these eyes,these days,the guess who,80,2728,2728,These Days,0.989,0.406,0.131,0.275,5,0.102,-17.668,1,0.0315,93.196,4,0.203,nico
youve made me so very happy,over and over again,blood sweat  tears,57,10660,10660,Over And Over Again,0.962,0.47,0.271,0.0,8,0.106,-8.335,1,0.0392,129.623,4,0.388,nathan sykes
put a little love in your heart,listen to your heart,jackie deshannon,67,641,641,Listen To Your Heart,0.108,0.539,0.583,0.0,1,0.111,-4.935,0,0.0275,86.06299999999997,4,0.337,roxette
do your thing,do your thing,the watts 103rd street rhythm band,100,12555,12555,Do Your Thing,0.0461,0.7340000000000001,0.8590000000000001,0.0059700000000000005,9,0.267,-4.228,1,0.0585,121.996,4,0.737,bakermat
id wait a million years,ill wait  ambient version,the grass roots,62,4847,4847,i'll wait - Ambient version,0.943,0.127,0.0175,0.913,9,0.11,-28.078000000000007,0,0.0364,73.207,3,0.0702,oats
touch me,touch me,the doors,100,319,319,Touch Me,0.405,0.425,0.903,0.0128,1,0.117,-4.801,1,0.0732,108.748,4,0.769,the doors
more today than yesterday,more than words,spiral starecase,60,349,349,More Than Words,0.468,0.615,0.129,0.0,6,0.114,-14.892,1,0.0286,91.769,4,0.249,extreme
ive gotta be me,its gonna be me,sammy davis jr,73,171,171,It's Gonna Be Me,0.0407,0.636,0.873,1.27e-06,0,0.0372,-4.672,0,0.071,165.071,4,0.908,nsync
lay lady lay,lay lady lay,bob dylan,100,2132,2132,"Lay, Lady, Lay",0.35600000000000004,0.52,0.179,0.00344,11,0.131,-21.976,0,0.0454,155.746,4,0.407,bob dylan
atlantis,atlas,donovan,77,2575,2575,Atlas,0.000103,0.7609999999999999,0.721,0.0761,2,0.103,-5.529,1,0.0392,135.181,4,0.39,battles
traces,tres,classics iv,80,17753,17753,Tres,0.5770000000000001,0.655,0.551,0.0,7,0.128,-5.57,0,0.0481,127.028,4,0.138,giobulla
its getting better,it gets better,mama cass elliot,81,9436,9436,It Gets Better,0.000383,0.62,0.818,0.00542,9,0.0932,-5.315,1,0.0527,92.514,4,0.8959999999999999,the preatures
this magic moment,in this moment,jay and the americans,71,13306,13306,In This Moment,0.974,0.236,0.0131,0.868,0,0.119,-25.88,0,0.0352,65.492,3,0.125,gavin luke
runaway child running wild,runaway u  i,the temptations,58,6993,6993,Runaway (U & I),0.007109999999999998,0.506,0.805,0.00193,1,0.0856,-4.119,1,0.0469,126.008,4,0.383,galantis
hawaii fiveo,high five,the ventures,67,10611,10611,High Five,0.173,0.6509999999999999,0.628,0.0,1,0.0591,-5.811,1,0.0959,150.014,4,0.513,sigrid
galveston,love song,glen campbell,67,157,157,Love Song,0.0208,0.583,0.7859999999999999,0.0,2,0.188,-3.142,0,0.0301,123.052,4,0.573,sara bareilles
im gonna make you mine,cant seem to make you mine,lou christie,71,2710,2710,Can't Seem To Make You Mine,0.14800000000000002,0.6990000000000001,0.384,0.0,7,0.121,-13.691,1,0.044,109.573,4,0.584,the seeds
gitarzan,tarzan boy,ray stevens,67,17883,17883,Tarzan Boy,0.131,0.6759999999999999,0.838,0.0074,5,0.184,-4.6110000000000015,1,0.0251,106.896,4,0.773,baltimora
can i change my mind,carolina in my mind,tyrone davis,72,7816,7816,Carolina In My Mind,0.118,0.579,0.267,0.000562,4,0.132,-15.11,1,0.0348,74.899,4,0.353,james taylor
time is tight,make it right,booker t  the mgs,69,3045,3045,Make It Right,0.215,0.67,0.6890000000000001,0.000763,9,0.223,-7.859,0,0.124,158.941,4,0.644,phabo
this girls in love with you,shes in love with the boy,dionne warwick,65,5456,5456,She's In Love With The Boy,0.544,0.747,0.8029999999999999,3.54e-06,3,0.0938,-4.74,1,0.0307,125.016,4,0.746,trisha yearwood
color him father,your father,the winstons,67,12362,12362,Your Father,0.0397,0.959,0.753,0.0,9,0.0605,-4.181,1,0.149,122.973,4,0.506,mi abaga
black pearl,black belt,checkmates ltd,76,2634,2634,Black Belt,0.0227,0.965,0.393,0.000531,5,0.353,-9.904,0,0.0835,120.011,4,0.604,john grant
indian giver,indian summer,1910 fruitgum company,72,6025,6025,Indian Summer,0.362,0.445,0.5770000000000001,0.0,9,0.0522,-10.079,1,0.0271,139.773,4,0.642,beat happening
mother popcorn,another one,james brown,64,3713,3713,Another One,0.621,0.7390000000000001,0.7979999999999999,0.0,10,0.0817,-6.931,0,0.526,82.43299999999998,4,0.684,cdot honcho
twentyfive miles,twenty five miles,edwin starr,97,3834,3834,Twenty Five Miles,0.135,0.8059999999999999,0.731,0.0,9,0.115,-13.755,1,0.142,126.555,4,0.965,edwin starr
things id like to say,nothing to say,new colony six,69,14215,14215,Nothing To Say,0.609,0.914,0.467,2.07e-05,7,0.0941,-11.173,0,0.0935,130.006,4,0.385,sl
when i die,when i dumpy,motherlode,73,3090,3090,When I (Dumpy),0.149,0.885,0.522,0.0005549999999999999,9,0.0744,-9.397,0,0.0703,120.033,4,0.298,daniel og
thats the way love is,hate the way you love me,marvin gaye,76,18755,18755,Hate the Way You Love Me,0.695,0.45,0.206,0.0,4,0.119,-13.414,1,0.0298,75.932,4,0.248,john paul white
everybodys talkin,everybody talks,harry nilsson,88,9801,9801,Everybody Talks,0.00584,0.478,0.915,0.0,8,0.386,-3.858,1,0.0652,154.955,4,0.703,neon trees
the worst that could happen,the house that built me,johnny maestro  the brooklyn bridge,64,4931,4931,The House That Built Me,0.575,0.515,0.3,8.46e-06,5,0.115,-8.005,1,0.0289,81.12,4,0.206,miranda lambert
the chokin kind,the comeback kid,joe simon,71,16405,16405,The Comeback Kid,0.0045,0.644,0.9,1.51e-06,8,0.159,-6.132999999999999,1,0.098,132.004,4,0.607,lindi ortega
smile a little smile for me,save a little love,the flying machine,67,8192,8192,Save A Little Love,0.0104,0.629,0.909,0.0,0,0.5529999999999999,-2.582,0,0.108,121.943,4,0.321,don diablo
polk salad annie,portland maine,tony joe white,60,18742,18742,"Portland, Maine",0.782,0.608,0.342,0.243,4,0.109,-14.166,1,0.0316,80.109,4,0.172,donovan woods
ruby dont take your love to town,dont take your guns to town,kenny rogers  the first edition,78,5124,5124,Don't Take Your Guns to Town,0.8640000000000001,0.629,0.204,0.0,10,0.0863,-12.619000000000002,1,0.075,89.199,3,0.489,johnny cash
games people play,the games we play,joe south,71,7334,7334,The Games We Play,0.0713,0.6940000000000001,0.7959999999999999,0.0163,5,0.096,-3.696,1,0.198,78.033,4,0.5920000000000001,pusha t
you showed me,you send me,the turtles,83,2002,2002,You Send Me,0.915,0.574,0.25,0.0,4,0.146,-10.307,0,0.0276,96.74,4,0.443,sam cooke
tracy,try,the cuff links,75,16037,16037,Try,0.259,0.46,0.32,0.0,7,0.114,-8.158999999999999,1,0.0336,131.701,4,0.175,jade novah
oh what a night,oh what a nite,the dells,90,5863,5863,Oh What A Nite,0.6809999999999999,0.258,0.295,0.0,7,0.196,-11.050999999999998,1,0.0303,72.09100000000002,4,0.268,the dells
something,say something,the beatles,82,12432,12432,Say Something,0.103,0.7070000000000001,0.632,1.09e-05,10,0.0841,-7.0310000000000015,1,0.0789,97.04,4,0.3720000000000001,justin timberlake
this girl is a woman now,god is a woman,gary puckett  the union gap,63,4325,4325,God is a woman,0.0233,0.602,0.6579999999999999,6e-05,1,0.237,-5.934,1,0.0558,145.031,4,0.268,ariana grande
come together,come together,the beatles,100,3402,3402,Come Together,0.00257,0.447,0.7879999999999999,1.6800000000000002e-05,2,0.0744,-4.994,0,0.0464,80.04,4,0.505,gary clark jr
ramblin gamblin man,ramblin man,bob seger system,73,469,469,Ramblin' Man,0.488,0.309,0.831,0.00304,1,0.28600000000000003,-8.288,1,0.036000000000000004,181.145,4,0.934,the allman brothers band
im gonna make you love me,i cant make you love me,the supremes  the temptations,83,1401,1401,I Can't Make You Love Me,0.958,0.528,0.0927,0.000436,0,0.106,-8.419,1,0.0323,110.13,4,0.23,soak
i heard it through the grapevine,i heard it through the grapevine,marvin gaye,100,2068,2068,I Heard It Through The Grapevine,0.195,0.7290000000000001,0.324,0.0,8,0.101,-13.017,0,0.0393,116.855,4,0.679,marvin gaye
gimme gimme good lovin,little bit of lovin,crazy elephant,59,1174,1174,Little Bit Of Lovin',0.593,0.509,0.5820000000000001,0.000811,10,0.0996,-7.1720000000000015,1,0.0333,92.044,4,0.552,elle king
hang em high,head held high,booker t  the mgs,69,1154,1154,Head Held High,0.00818,0.527,0.941,2.37e-06,6,0.397,-3.3760000000000003,1,0.0551,94.056,4,0.44,kodaline
your good thing is about to end,do you think about me,lou rawls,62,15146,15146,Do You Think About Me,0.00985,0.6509999999999999,0.865,8.62e-05,1,0.0957,-4.02,0,0.0418,121.998,4,0.649,captain cuts
baby im for real,baby im yours,the originals,69,14692,14692,Baby I'm Yours,0.215,0.462,0.595,0.0,2,0.184,-9.363,1,0.0347,113.719,4,0.64,arctic monkeys
oh happy day,happy day,edwin hawkins singers,86,6736,6736,Happy Day,0.0269,0.5710000000000001,0.913,0.00134,8,0.0993,-5.613,1,0.0661,120.015,4,0.605,jonathan something
love me tonight,love me right,tom jones,86,3195,3195,Love Me Right,0.0776,0.5489999999999999,0.527,2.69e-05,5,0.11,-6.734,0,0.0448,89.97,4,0.22,amber mark
mr sun mr moon,mrs robinson,paul revere  the raiders,62,2059,2059,Mrs. Robinson,0.7859999999999999,0.604,0.461,3.12e-05,6,0.0928,-13.372,0,0.0447,91.909,4,0.8029999999999999,simon  garfunkel
laughing,lung,the guess who,67,3266,3266,Lung,0.8909999999999999,0.31,0.359,0.495,8,0.104,-12.765,0,0.031,129.873,4,0.0382,vancouver sleep clinic
my whole world ended the moment you left me,the one that you love,david ruffin,53,630,630,The One That You Love,0.728,0.396,0.479,9.51e-06,5,0.102,-8.072000000000001,1,0.0268,109.973,4,0.184,air supply
soul deep,go deep,the box tops,75,4261,4261,Go Deep,0.203,0.794,0.758,0.00011,9,0.0879,-6.32,0,0.0382,124.974,4,0.507,gorgon city
hooked on a feeling,hooked on a feeling,bj thomas,100,13757,13757,Hooked On A Feeling,0.13,0.7909999999999999,0.574,0.0,0,0.106,-8.052,1,0.0583,100.014,4,0.92,jacob sartorius
sweet cream ladies,sweet caroline,the box tops,69,1793,1793,Sweet Caroline,0.767,0.563,0.311,1.2e-06,0,0.11,-9.18,1,0.0317,132.19899999999998,4,0.207,tufts beelzebubs
bridge over troubled water,bridge over troubled water,simon  garfunkel,100,491,491,Bridge Over Troubled Water,0.8220000000000001,0.149,0.206,0.0006490000000000001,3,0.115,-13.888,1,0.0323,79.764,4,0.264,simon  garfunkel
they long to be close to you,i just want to make love to you,the carpenters,64,3822,3822,I Just Want To Make Love To You,0.877,0.584,0.525,2.65e-06,3,0.0967,-11.923,1,0.0686,102.174,4,0.657,etta james
american woman,american made,the guess who,81,5343,5343,American Made,0.108,0.696,0.513,0.000607,8,0.0379,-14.242,1,0.0336,129.21200000000002,4,0.972,the oak ridge boys
raindrops keep fallin on my head,can’t help falling in love,bj thomas,55,1354,1354,Can’t Help Falling in Love,0.905,0.266,0.0596,7.070000000000001e-05,0,0.132,-18.515,1,0.0363,181.74,3,0.14300000000000002,kina grannis
war,war,edwin starr,100,12841,12841,War,4.32e-06,0.439,0.958,2.41e-06,9,0.0641,-4.2360000000000015,0,0.0953,90.036,4,0.254,palisades
aint no mountain high enough,aint no mountain high enough,diana ross,100,2040,2040,Ain't No Mountain High Enough,0.482,0.669,0.616,0.0,11,0.179,-10.776,0,0.033,130.037,4,0.818,marvin gaye
ill be there,ill be there,the jackson 5,100,7847,7847,I'll Be There,0.241,0.519,0.536,0.00011,11,0.114,-6.471,0,0.0806,124.042,4,0.297,king henry
get ready,get ready,rare earth,100,6895,6895,Get Ready,0.404,0.59,0.737,0.0,7,0.108,-5.867000000000001,1,0.0384,132.966,4,0.877,the temptations
let it be,let it be,the beatles,100,16980,16980,Let It Be,0.409,0.317,0.754,0.0,0,0.967,-3.7,1,0.0371,141.431,4,0.361,paul mccartney
band of gold,heart of gold,freda payne,72,362,362,Heart Of Gold,0.189,0.541,0.459,0.0274,4,0.099,-10.433,0,0.0297,171.165,4,0.8029999999999999,neil young
mama told me not to come,from moment to moment,three dog night,62,10227,10227,From Moment To Moment,0.6779999999999999,0.461,0.422,0.8440000000000001,10,0.6459999999999999,-14.101,1,0.0367,134.791,4,0.139,woody shaw
everything is beautiful,everything is alright,ray stevens,73,15066,15066,Everything Is Alright,0.00594,0.5589999999999999,0.7240000000000001,0.0,9,0.102,-4.18,0,0.0348,128.88299999999998,4,0.304,the glorious sons
make it with you,i melt with you,bread,77,2886,2886,I Melt With You,0.00223,0.53,0.647,0.485,0,0.454,-11.220999999999998,1,0.0327,154.81799999999996,4,0.726,modern english
hitchin a ride,china grove,vanity fare,64,495,495,China Grove,0.319,0.623,0.91,0.0004480000000000001,9,0.081,-8.448,1,0.0384,145.624,4,0.745,the doobie brothers
abc,abc,the jackson 5,100,6830,6830,ABC,0.451,0.71,0.815,0.000469,8,0.0975,-7.765,1,0.0438,93.603,4,0.955,the jackson 5
the love you save,the love you save,the jackson 5,100,3851,3851,The Love You Save,0.362,0.76,0.745,0.0,0,0.156,-8.509,1,0.0434,113.729,4,0.921,the jackson 5
cracklin rosie,rockin robin,neil diamond,69,1981,1981,Rockin' Robin,0.439,0.43,0.738,0.0102,7,0.064,-10.671,1,0.0757,170.389,4,0.954,bobby day
candida,adia,dawn,73,17004,17004,Adia,0.722,0.526,0.37,0.0,3,0.157,-10.535,1,0.025,76.002,4,0.251,sarah mclachlan
thank you falettinme be mice elf agin,have you ever seen the rain,sly  the family stone,56,2135,2135,Have You Ever Seen The Rain?,0.0876,0.7759999999999999,0.516,1.82e-05,0,0.182,-9.981,1,0.0295,115.989,4,0.8059999999999999,creedence clearwater revival
spill the wine,i walk the line,eric burdon  war,69,381,381,I Walk the Line,0.877,0.713,0.258,0.00606,9,0.0967,-14.59,1,0.0384,98.805,4,0.56,johnny cash
ooh child,oh child,five stairsteps,94,10192,10192,Oh Child,0.0212,0.716,0.628,0.0,5,0.0617,-6.231,0,0.0473,97.012,4,0.688,robin schulz
spirit in the sky,spirit in the sky,norman greenbaum,100,2154,2154,Spirit In The Sky,0.112,0.601,0.643,0.00209,2,0.08800000000000001,-5.8279999999999985,1,0.0314,128.262,4,0.552,norman greenbaum
lay down candles in the rain,calmness in the rain,melanie,71,4861,4861,Calmness In The Rain,0.679,0.659,0.399,0.816,7,0.341,-15.295,0,0.0288,129.996,4,0.159,mr steem
ball of confusion thats what the world is today,looking down the barrel of today,the temptations,53,1660,1660,Looking Down the Barrel of Today,0.000651,0.487,0.987,0.0506,1,0.284,-4.71,1,0.0812,180.065,4,0.499,hatebreed
love on a twoway street,loves comin at ya  remastered,the moments,62,9261,9261,Love's Comin' At Ya - Remastered,0.0278,0.911,0.476,0.000364,1,0.104,-10.827,0,0.0927,114.408,4,0.62,melba moore
which way you goin billy,i know you so well,the poppy family,57,15247,15247,I Know You So Well,0.923,0.679,0.311,0.721,0,0.813,-16.557000000000002,0,0.105,60.724,4,0.304,xfruge
all right now,all right now,free,100,481,481,All Right Now,0.00966,0.7859999999999999,0.481,0.0,2,0.0954,-11.236,1,0.114,119.854,4,0.785,free
i want you back,i want you back,the jackson 5,100,1175,1175,I Want You Back,0.29,0.639,0.5479999999999999,9.68e-05,8,0.366,-13.534,1,0.0394,98.359,4,0.887,the jackson 5
julie do ya love me,do you love me,bobby sherman,73,6861,6861,Do You Love Me,0.611,0.597,0.71,0.0,5,0.104,-9.798,1,0.0378,150.13,4,0.763,the contours
greeneyed lady,green valley,sugarloaf,62,6346,6346,Green Valley,0.439,0.483,0.494,0.535,9,0.0756,-8.922,0,0.0509,160.054,4,0.226,calvin harris
signed sealed delivered im yours,signed sealed delivered im yours,stevie wonder,100,6821,6821,"Signed, Sealed, Delivered (I'm Yours)",0.00495,0.6459999999999999,0.784,0.0,5,0.061,-6.1370000000000005,1,0.0334,108.84,4,0.8190000000000001,stevie wonder
ride captain ride,magic carpet ride,blues image,65,303,303,Magic Carpet Ride,0.142,0.64,0.6509999999999999,0.28,4,0.0341,-14.981,0,0.0517,111.676,4,0.8009999999999999,steppenwolf
venus,venus,shocking blue,100,2812,2812,Venus,0.000898,0.55,0.631,0.18,0,0.0503,-11.493,1,0.0385,114.553,4,0.908,television
instant karma,distant past,john lennon,64,2601,2601,Distant Past,0.0666,0.6940000000000001,0.812,0.000533,11,0.211,-6.473,0,0.0355,129.988,4,0.522,everything everything
patches,places,clarence carter,77,13419,13419,PLACES,0.495,0.772,0.4270000000000001,0.7240000000000001,4,0.108,-9.576,0,0.0437,99.995,4,0.0368,the blaze
lookin out my back door,heavens got a back door,creedence clearwater revival,65,12462,12462,Heaven's Got A Back Door,0.00128,0.58,0.733,4.25e-05,7,0.342,-6.797999999999999,0,0.0426,95.997,4,0.688,dead sara
rainy night in georgia,walkin back to georgia,brook benton,59,378,378,Walkin' Back to Georgia,0.621,0.6609999999999999,0.518,1.7800000000000002e-05,6,0.0953,-10.061,0,0.0319,127.266,4,0.7759999999999999,jim croce
somethings burning,something big,kenny rogers  the first edition,84,13993,13993,Something Big,0.007790000000000002,0.6990000000000001,0.8540000000000001,0.0,7,0.138,-3.874,0,0.0427,112.027,4,0.747,shawn mendes
give me just a little more time,give a little bit,chairmen of the board,62,498,498,Give A Little Bit,0.0694,0.531,0.818,0.0096,2,0.263,-5.358,1,0.0452,90.767,4,0.471,supertramp
love grows where my rosemary goes,heres where the story ends,edison lighthouse,58,2961,2961,Here's Where The Story Ends,0.28800000000000003,0.625,0.593,1.11e-06,7,0.0721,-10.925999999999998,1,0.028,109.048,4,0.835,the sundays
the long and winding road,everyday is a winding road,the beatles,67,1194,1194,Everyday Is A Winding Road,0.0393,0.598,0.6679999999999999,4.68e-05,6,0.219,-8.312000000000001,1,0.0408,112.928,4,0.733,sheryl crow
snowbird,songbird,anne murray,75,18815,18815,Songbird,0.57,0.6509999999999999,0.261,0.0,1,0.301,-10.019,1,0.0266,104.116,4,0.287,cory chisel
reflections of my life,time of my life,marmalade,70,11394,11394,Time Of My Life,0.0823,0.916,0.62,2.14e-06,11,0.124,-6.612,1,0.219,95.002,4,0.7929999999999999,key
hey there lonely girl,hey there delilah,eddie holman,74,25,25,Hey There Delilah,0.872,0.657,0.29100000000000004,0.0,2,0.114,-10.572,1,0.0293,103.973,4,0.298,plain white ts
the rapper,rapper,the jaggerz,75,13899,13899,Rapper,0.507,0.635,0.544,0.0,1,0.262,-9.317,0,0.415,136.431,5,0.65,hardy caprio
he aint heavy hes my brother,he aint heavy hes my brother,the hollies,100,2117,2117,He Ain't Heavy He's My Brother,0.444,0.319,0.275,0.000365,7,0.183,-13.195,1,0.0303,75.75399999999998,4,0.253,the hollies
tighter tighter,tonight tonight,alive n kickin,73,15009,15009,Tonight Tonight,0.00173,0.5820000000000001,0.913,0.0,8,0.0646,-4.132,1,0.101,150.001,4,0.927,mondo cozmo
come and get it,come and get it,badfinger,100,1602,1602,Come And Get It,0.000157,0.569,0.986,5.32e-06,7,0.3670000000000001,-4.027,1,0.0671,108.001,4,0.403,i prevail
cecilia,cecilia,simon  garfunkel,100,398,398,Cecilia,0.35700000000000004,0.755,0.8759999999999999,5.17e-06,0,0.22,-8.867,1,0.0362,102.762,4,0.954,simon  garfunkel
love land,love child,charles wright  the watts 103rd street rhythm band,74,2122,2122,Love Child,0.49,0.5579999999999999,0.733,1.34e-05,9,0.345,-7.237,0,0.032,104.582,4,0.625,diana ross  the supremes
turn back the hands of time,back to the hotel,tyrone davis,59,4361,4361,Back To The Hotel,0.000168,0.69,0.38,0.000533,9,0.136,-12.845,1,0.0609,201.697,4,0.305,n2deep
lola,lola,the kinks,100,6048,6048,Lola,0.478,0.523,0.8540000000000001,0.000939,9,0.271,-8.27,1,0.0954,146.688,4,0.83,the raincoats
in the summertime,in the summertime,mungo jerry,100,8152,8152,In the Summertime,0.7240000000000001,0.754,0.449,0.0,4,0.162,-14.013,1,0.0615,82.751,4,0.973,mungo jerry
indiana wants me,indian summer,r dean taylor,69,6025,6025,Indian Summer,0.362,0.445,0.5770000000000001,0.0,9,0.0522,-10.079,1,0.0271,139.773,4,0.642,beat happening
i know im losing you,am i losing you,rare earth,74,5061,5061,Am I Losing You,0.91,0.528,0.121,0.00451,9,0.125,-21.213,1,0.0345,87.834,4,0.38,jim reeves
easy come easy go,money comes money goes,bobby sherman,67,15039,15039,"Money Comes, Money Goes",0.00022,0.315,0.728,1.77e-05,4,0.565,-9.809,0,0.0511,160.006,4,0.364,oddnote
express yourself,express yourself  remix,charles wright  the watts 103rd street rhythm band,82,9070,9070,Express Yourself - Remix,0.00204,0.852,0.8029999999999999,0.0,6,0.121,-6.9289999999999985,0,0.264,96.2,4,0.752,nwa
still water love,ill never love,the four tops,73,3308,3308,I'll Never Love,0.5720000000000001,0.5770000000000001,0.371,0.102,2,0.109,-10.630999999999998,0,0.038,74.53399999999998,4,0.343,michael kiwanuka
make me smile,make you smile,chicago,81,1208,1208,Make You Smile,0.00337,0.787,0.846,0.00193,9,0.6679999999999999,-6.332999999999998,1,0.0436,129.023,4,0.506,franc moody
the house of the rising sun,the house of the rising sun,frijid pink,100,2044,2044,The House Of The Rising Sun,0.000334,0.316,0.484,0.00445,9,0.0912,-9.11,0,0.0308,117.363,3,0.299,the animals
25 or 6 to 4,work to do,chicago,55,3846,3846,Work to Do,0.5529999999999999,0.562,0.88,3.45e-05,6,0.115,-5.645,0,0.12,181.824,4,0.939,the main ingredient
my baby loves lovin,baby love,white plains,64,6824,6824,Baby Love,0.35,0.579,0.637,0.0,0,0.0905,-6.2010000000000005,1,0.0289,135.28,4,0.7190000000000001,the supremes
love or let me be lonely,love me like im gone,the friends of distinction,64,1527,1527,Love Me Like I'm Gone.,0.85,0.457,0.441,3.64e-05,2,0.115,-9.866,1,0.0286,171.75799999999995,4,0.654,jaws of love
united we stand,out west,the brotherhood of man,61,11148,11148,Out West,0.5870000000000001,0.7170000000000001,0.103,0.8029999999999999,11,0.111,-10.601,0,0.0925,88.98899999999998,4,0.39,sumwun
weve only just begun,feel the burn,the carpenters,55,14976,14976,Feel the Burn,2.85e-05,0.37,0.897,0.000157,6,0.0365,-4.055,1,0.0665,139.921,4,0.505,elm tree circle
arizona,arizona,mark lindsay,100,16243,16243,Arizona,0.5379999999999999,0.298,0.409,0.00492,7,0.115,-8.072000000000001,1,0.0298,132.917,4,0.212,frances cone
fire and rain,fire and rain,james taylor,100,470,470,Fire And Rain,0.499,0.611,0.35,7.84e-06,5,0.0844,-14.48,1,0.0356,76.064,4,0.36,james taylor
groovy situation,situations,gene chandler,69,11390,11390,Situations,0.517,0.551,0.36,0.0,7,0.0606,-11.366,0,0.624,91.922,4,0.123,reason
evil ways,evil ways,santana,100,267,267,Evil Ways,0.22,0.7040000000000001,0.528,0.35,5,0.14,-13.382,1,0.0358,117.472,4,0.73,santana
no time,no time,the guess who,100,1257,1257,NO TIME,0.5,0.583,0.5760000000000001,0.0,10,0.116,-6.295,0,0.282,129.627,4,0.71,kwame
didnt i blow your mind this time,didnt i blow your mind this time,the delfonics,100,2125,2125,Didn't I (Blow Your Mind This Time),0.795,0.484,0.59,0.00306,9,0.155,-6.6629999999999985,1,0.0283,140.588,4,0.324,the delfonics
the wonder of you,the power of love,elvis presley,71,2251,2251,The Power Of Love,0.0964,0.768,0.8290000000000001,2.92e-05,5,0.097,-5.109,1,0.0313,118.773,4,0.962,huey lewis  the news
up around the bend,around the world,creedence clearwater revival,71,3008,3008,Around The World,0.00356,0.956,0.795,0.889,7,0.0906,-5.311,1,0.15,121.294,4,0.841,daft punk
if you let me make love to you then why cant i touch you,i just want to make love to you,ronnie dyson,53,3822,3822,I Just Want To Make Love To You,0.877,0.584,0.525,2.65e-06,3,0.0967,-11.923,1,0.0686,102.174,4,0.657,etta james
